Source,Target,PassengerNumber,ComplaintsNumber
60290,34021,5,1
60290,34021,5,1
60292,34021,15,1
60292,34021,15,1
60292,34021,15,1
60298,34021,22,3
60298,34021,22,3
60298,34021,22,3
60354,34021,11,2
60354,34021,11,2
60354,34021,11,2
60374,34021,16,2
60374,34021,16,2
60374,34021,16,2
60376,34021,8,1
60376,34021,8,1
60376,34021,8,1
60381,20068,4,1
60381,20068,4,1
63984,34021,12,4
63984,34021,12,4
63984,34021,12,4
65156,34021,2,1
65156,34021,2,1
65156,34021,2,1
65299,34021,4,1
65299,34021,4,1
65299,34021,4,1
65300,34021,6,1
65300,34021,6,1
65300,34021,6,1
65384,34021,5,1
65384,34021,5,1
65384,34021,5,1
20059,33740,40,1
20059,33740,40,1
20092,22942,79,6
20092,22942,79,6
20147,22942,14,2
20147,22942,14,2
20150,33740,15,2
20150,33740,15,2
20155,33740,1,1
20162,22942,4,1
20162,22942,4,1
21558,22942,25,2
21558,22942,25,2
21560,22942,80,5
21560,22942,80,5
22942,22942,308,8
22942,22942,308,8
23053,22942,110,12
23053,22942,110,12
23055,22942,174,16
23055,22942,174,16
23064,22942,90,16
23064,22942,90,16
26516,22942,10,2
26516,22942,10,2
26518,22942,36,11
26518,22942,36,11
26538,22942,64,5
26538,22942,64,5
60272,33740,11,2
60272,33740,11,2
60276,33740,31,8
60276,33740,31,8
60278,33740,16,3
60278,33740,16,3
60281,22942,0,1
60281,22942,0,1
60285,33740,29,5
60285,33740,29,5
60290,33740,18,2
60290,33740,18,2
60303,33740,5,1
60303,33740,5,1
60308,33740,5,1
60308,33740,5,1
60309,33740,7,3
60309,33740,7,3
60356,33740,12,3
60356,33740,12,3
60358,33740,1,1
60358,33740,1,1
61314,33740,3,1
61314,33740,3,1
63458,33740,17,3
63458,33740,17,3
30136,30800,20,1
30136,30800,20,1
30601,30800,1,1
30601,30800,1,1
40697,41738,1,1
40697,41738,1,1
40726,41738,2,1
42102,41738,6,2
42102,30800,6,2
42102,41738,6,2
42102,30800,6,2
4009,6270,72,7
9855,6270,2,1
60051,60152,6,1
60060,6270,2,1
60080,60152,20,2
60086,60152,55,5
60092,60152,7,1
60095,60152,25,3
60102,60152,5,1
60152,60152,23,4
60827,6270,3,1
63699,6270,12,3
63699,60152,12,3
63888,60152,10,1
20727,28607,1,1
21747,28607,6,3
21747,20152,6,3
25608,28607,2,1
25608,20152,2,1
30992,30988,3,1
30992,21139,3,1
32303,28607,5,3
32303,20152,5,3
32371,28607,2,1
32371,20152,2,1
32437,30988,4,1
32437,21139,4,1
32445,30988,10,2
32445,21139,10,2
32447,30988,25,2
32447,21139,25,2
32448,30988,1,1
32448,21139,1,1
32450,30988,9,3
32450,21139,9,3
32481,30988,24,4
32481,21139,24,4
35378,28607,10,1
35378,20152,10,1
38244,30988,1,1
38244,21139,1,1
38283,30988,2,1
38283,21139,2,1
21372,60290,3,1
10076,15368,14,1
10076,15368,14,1
13701,15368,19,1
13701,15368,19,1
15463,15355,1,1
15537,15355,1,1
60198,4009,15,1
294,60152,5,1
40679,52373,4,1
40679,43266,4,1
40868,52373,4,1
55381,52373,1,1
15857,19906,5,1
15857,19333,5,1
15861,19333,1,1
12403,60639,2,1
60639,60672,4,1
60639,60639,4,1
60893,60672,4,1
60893,60639,4,1
60899,60672,3,1
60900,60672,1,1
60900,60639,1,1
63472,60672,1,1
63472,60639,1,1
20142,21425,2,1
32612,39705,1,1
32647,39705,3,2
32727,39705,5,1
21161,36430,10,1
21356,36430,20,1
26806,36430,8,2
32869,34332,5,1
35712,34332,1,1
36008,34332,2,1
36026,34332,1,1
63516,1364,1,1
63516,60812,1,1
30087,38525,396,12
30087,39645,396,12
30858,39645,5,1
31152,38525,9,1
31156,38525,11,2
31165,38525,10,3
31857,39645,3,1
35560,38525,10,2
35569,38525,4,2
35586,39645,10,1
35587,38525,1,1
35594,38525,24,3
35627,38525,31,6
35628,38525,11,2
38525,38525,4,1
38597,38525,6,3
39161,39645,45,5
39190,39645,1,1
39223,39645,6,2
39243,39645,2,1
39296,38525,40,2
39296,39645,40,2
39300,38525,1,1
39300,39645,1,1
39589,38525,80,5
39589,39645,80,5
39635,38525,22,3
39635,39645,22,3
39645,39645,68,6
20137,22028,1,1
20137,27997,1,1
20353,22028,3,1
20353,27997,3,1
21472,22028,11,3
33767,25274,36,6
33767,25636,36,6
36344,22028,5,1
36344,27997,5,1
36380,25274,1,1
36380,25636,1,1
37442,25274,0,1
37442,25636,0,1
63262,63418,1,1
63262,63227,1,1
11002,31075,40,2
11002,31075,40,2
11009,31075,22,3
11009,31075,22,3
11010,31075,12,2
11010,31075,12,2
11011,31075,35,4
11011,31075,35,4
13203,31075,31,3
13203,31075,31,3
13219,31075,5,1
13219,31075,5,1
20001,21378,79,9
20001,20001,79,9
21378,21378,25,2
21705,21378,2,1
31074,31075,3,1
31074,31075,3,1
31152,35526,7,1
31156,35526,2,1
34017,35518,15,1
34069,35518,40,1
35552,35526,11,2
35560,35526,18,3
35571,35526,2,1
35587,35526,129,8
38525,35526,40,5
38530,35526,3,2
60290,35518,49,10
60292,35518,6,2
60298,35518,40,5
60307,35518,22,2
60308,35518,32,4
60310,35518,27,5
60314,35526,24,4
60320,35518,40,2
60817,35526,5,1
60817,35518,5,1
61314,35518,77,6
63975,35518,4,4
65157,35526,1,1
65303,35518,2,1
65304,35526,6,1
11001,31075,18,4
11010,31075,3,2
11012,31075,5,1
11015,31075,1,1
11270,31657,1,1
11271,31075,2,1
31074,31075,3,1
31208,31657,6,2
31380,31657,3,1
32062,31657,5,1
34782,31657,5,1
38172,31657,1,1
21195,39661,1,1
21195,63111,1,1
21195,39685,1,1
439,426,5,1
23014,63111,25,3
23016,63111,3,1
23017,63111,2,2
27010,63111,22,2
39661,63111,7,1
34934,63111,1,1
155,1540,7,2
1232,1540,25,2
1553,60152,5,1
1556,1540,10,1
5667,1540,9,2
60085,60152,7,1
155,1540,11,2
1556,1540,10,1
4075,1540,7,2
60053,60152,1,1
60054,60152,5,1
60057,60152,2,1
60058,60152,10,1
60060,60152,1,1
60061,60152,154,9
60062,60152,15,1
60199,60152,5,1
61423,60152,9,1
63884,60152,2,1
155,1540,5,1
1232,1540,3,1
1540,1540,20,1
1556,1540,10,1
1685,1540,40,2
4075,1540,5,1
60061,60152,7,1
60147,60152,1,2
60149,60152,5,1
60151,60152,3,2
61143,60152,3,1
61144,60152,15,1
61303,60152,21,3
61440,60152,1,1
1540,1540,11,2
1556,1540,20,2
5667,1540,1,1
60152,60152,6,2
60197,60152,3,1
61244,60152,8,2
61247,1540,1,1
63881,60152,10,1
63887,60152,1,1
5132,65135,1,1
9936,65135,83,2
60217,34001,1,1
65156,34001,20,2
65303,34001,5,2
40322,43009,6,3
40322,43009,6,3
40322,43009,6,3
43009,43009,32,5
43009,43009,32,5
43009,43009,32,5
43029,43009,6,3
43029,43009,6,3
43029,43009,6,3
51590,43134,2,1
51590,43134,2,1
51591,43134,12,2
51591,43134,12,2
52174,43134,5,4
52174,43134,5,4
55115,43134,7,4
55115,43134,7,4
55253,43134,8,2
55253,43134,8,2
55362,43134,1,1
55362,43134,1,1
55525,43009,1,1
55525,43009,1,1
55525,43009,1,1
56877,43009,14,2
56877,43009,14,2
56877,43009,14,2
172,60001,5,1
174,1540,6,1
175,60001,4,1
176,1540,50,6
180,1540,82,7
181,1540,5,1
182,1540,9,6
184,1540,6,1
186,1540,3,2
195,1540,7,1
277,1540,181,12
645,1540,22,4
992,1540,2,1
1540,1540,200,23
2524,1540,57,7
34001,60001,1,1
35055,60001,5,1
60237,60001,9,3
60271,60001,3,1
60290,60001,2,1
60292,60001,3,1
60310,60001,10,2
60314,1540,15,1
60327,60001,9,2
60352,1540,1,1
61314,60001,21,3
65156,60001,15,1
65159,60001,11,2
65231,60001,1,1
65388,60001,10,1
1626,65134,5,1
2006,65134,10,1
2831,65134,20,1
5130,65134,10,1
5830,65134,10,1
9810,65134,34,4
60237,60290,10,1
60314,65134,2,1
65160,60290,4,2
65278,60290,7,1
21711,20068,1,1
22942,20068,1,1
25114,20068,5,1
33607,31280,1,1
11045,31075,2,1
11045,31075,2,1
22028,37779,4,1
32030,37779,6,1
15551,12539,7,1
11858,32142,5,1
22028,22028,20,1
40293,51718,20,1
40293,43137,20,1
40293,43137,20,1
43269,43094,12,3
43269,43094,12,3
43269,43094,12,3
43269,52154,12,3
2006,65134,5,1
60278,60290,5,1
3035,3022,34,3
4216,3022,10,2
60912,60826,3,1
60922,60826,10,1
10099,15400,4,2
10137,15400,3,1
11001,13777,49,10
11010,13777,16,3
11011,13777,3,1
11013,13777,5,1
11015,13777,7,4
11270,15400,3,1
11271,13777,1,1
11328,15400,31,2
12132,15400,5,1
13907,15400,11,6
15209,13777,3,1
15211,15400,24,3
15333,15400,5,1
15359,15400,22,3
15640,15400,11,2
54558,55509,7,2
54558,56768,7,2
54558,56768,7,2
54558,56768,7,2
54558,56768,7,2
54558,55509,7,2
55010,56768,1,1
55010,56768,1,1
55010,56768,1,1
55010,56768,1,1
55047,55509,7,2
55047,55509,7,2
55047,55509,7,2
55047,55509,7,2
55048,56768,8,2
55048,56768,8,2
55048,56768,8,2
55048,56768,8,2
55210,55509,1,1
55210,55509,1,1
55210,55509,1,1
55210,55509,1,1
55240,55509,5,1
55240,55509,5,1
55240,55509,5,1
55240,55509,5,1
56770,56768,2,1
56770,56768,2,1
56770,56768,2,1
56770,56768,2,1
56772,55509,9,5
56772,55509,9,5
56772,55509,9,5
56772,56768,9,5
56772,56768,9,5
56772,56768,9,5
56772,56768,9,5
56772,55509,9,5
56776,55509,3,1
56776,55509,3,1
56776,55509,3,1
56776,55509,3,1
56802,56768,3,3
56802,56768,3,3
56802,56768,3,3
56802,56768,3,3
56947,56768,10,1
56947,56768,10,1
56947,56768,10,1
56947,56768,10,1
52174,56819,41,5
52174,56819,41,5
55071,56795,10,1
55071,56795,10,1
55115,56819,23,2
55115,56819,23,2
55253,56819,10,2
55253,56819,10,2
55256,56819,5,1
55256,56819,5,1
56245,56795,1,1
56245,56795,1,1
56247,56795,3,1
56247,56795,3,1
56477,56795,8,1
56477,56795,8,1
56876,56819,0,1
56876,56819,0,1
10137,32362,46,2
12092,32362,10,1
12571,32362,3,1
14590,32362,1,1
15891,32362,5,2
15894,32362,40,1
15906,37996,1,1
21165,32362,20,1
21165,35690,20,1
21230,32362,5,1
21230,35690,5,1
21377,32362,30,1
21377,35690,30,1
21558,37996,73,6
22276,37996,31,5
22277,37996,90,12
22972,37996,230,20
22975,37996,136,15
23051,32362,10,1
23051,35690,10,1
23053,37996,128,13
23055,37996,47,9
26402,37996,19,4
26516,37996,48,9
26520,32362,2,1
26520,35690,2,1
26946,37996,4,1
30057,32362,7,2
30059,32362,313,18
30775,37996,33,1
30806,32362,3,1
32362,37996,3,1
32362,32362,3,1
32909,32362,3,1
32909,35690,3,1
33605,37996,90,2
33606,37996,100,1
33609,32362,1124,39
34286,32362,52,7
34426,37996,60,2
35290,32362,2,1
35690,37996,290,22
35690,32362,290,22
35690,35690,290,22
35691,37996,1,1
36500,37996,4,1
36534,37996,10,1
37996,37996,39,4
38394,37996,1,1
669,15349,3,1
10066,15343,5,1
14856,15343,16,2
15615,15343,3,1
16512,15349,2,1
222,6229,10,1
1650,6229,27,3
4171,6229,1,1
5200,6229,2,1
6198,6198,1,1
51664,51665,7,2
55137,50961,3,1
58006,51665,3,1
58007,51665,2,2
58008,51665,13,2
61277,61362,3,1
61277,60501,3,1
3093,1364,1,1
5937,1364,9,1
60444,1364,1,1
60444,60444,1,1
60812,1364,2,1
60812,60444,2,1
13992,14429,1,1
14381,14429,9,1
10313,14183,1,1
10313,14183,1,1
10313,19239,1,1
13602,19239,1,1
14183,14183,1,1
14183,14183,1,1
16486,19239,1,1
647,638,91,15
647,638,91,15
4170,638,139,8
5949,638,23,3
32974,35108,18,4
33095,35108,18,8
35083,638,20,1
35083,638,20,1
35095,35108,2,1
35099,35108,10,2
35250,35108,16,4
35251,35108,27,6
35252,35108,30,4
202,647,45,7
559,647,404,32
647,647,303,16
1222,647,93,16
1540,21258,14,1
1589,647,10,6
1744,647,42,6
2070,647,9,1
2071,647,10,4
2595,647,2,1
4216,647,99,6
5853,647,4,1
21258,21258,6,2
21371,647,2,1
22273,21258,2,2
22276,21258,19,4
22277,21258,37,3
22279,21258,48,9
22282,21258,57,9
22942,21258,90,3
22970,21258,38,8
22972,21258,8,2
22974,21258,86,16
26402,21258,84,8
26946,21258,17,3
26946,647,17,3
26977,21258,106,11
1074,22942,12,1
1074,1487,12,1
1078,1487,43,5
1084,1487,31,4
1240,22942,18,3
1240,1487,18,3
1485,1487,72,9
1486,1487,10,2
1488,1487,47,7
1497,1487,16,4
1812,1487,30,3
1944,1487,206,10
2981,1487,26,3
2982,1487,156,16
2983,1487,28,5
3087,1487,9,2
5821,1487,17,2
5825,1487,26,3
5855,1487,55,4
20092,22942,15,1
22282,22942,24,4
23053,22942,12,1
23055,22942,25,3
26516,22942,23,2
26520,1487,2,1
26525,22942,5,1
26538,22942,3,1
60028,1487,13,3
38466,30897,1,1
30059,33802,2,1
37528,37528,2,2
38121,38865,3,1
57001,57022,69,7
57002,57022,69,7
57003,57022,6,1
57004,57022,15,1
57007,57022,1,1
57022,57022,5,1
58002,57022,11,2
58002,58010,11,2
58004,58010,26,6
58006,58010,57,6
58007,58010,4,2
58008,58010,66,5
58009,58010,36,4
575,12442,1,1
581,12442,11,3
1325,12442,4,1
1640,12442,17,4
5196,12442,6,1
5331,12442,3,1
5341,12442,3,1
10347,15359,9,1
11286,15359,5,1
13107,15359,34,6
14094,15359,5,1
14125,15359,41,5
14330,15359,10,1
15359,15359,10,1
19379,15359,3,2
19532,15359,1,1
4170,32362,65,3
6109,15533,20,1
15180,15533,4,1
60337,32362,3,1
10856,12075,3,1
11152,11153,84,6
11161,11153,3,1
11162,11153,10,1
11356,12075,10,1
11411,12075,1,1
11434,12075,1,1
11436,12075,2,1
11547,11153,1,1
11548,12075,6,2
11551,12075,6,5
11571,12075,11,2
12139,12075,3,1
12284,11153,27,3
12287,11153,3,1
12288,11153,303,12
12289,11153,5,1
12292,11153,21,6
12295,11153,14,3
12340,11153,18,3
12355,11153,5,1
12833,11153,2,1
13108,11153,189,19
13179,11153,30,8
13326,11153,6,2
13332,11153,79,8
13475,11153,6,5
14540,12075,9,2
14838,12075,13,3
14847,11153,20,1
14855,12075,5,3
14910,12075,4,2
14926,12075,3,2
14931,12075,2,1
15287,12075,2,2
15300,11153,1,1
15514,11153,21,2
15572,12075,18,3
15573,11153,5,1
15593,11153,1,1
15596,12075,1,1
15607,11153,3,1
15622,12075,1,1
15693,12075,10,4
16505,12075,1,1
19180,11153,20,7
19735,12075,139,12
6102,60901,2,1
15001,15597,3,1
21257,26834,1,1
21627,26834,5,1
30530,26834,2,1
30819,37119,5,1
20001,37785,10,1
407,1064,103,13
606,1064,3,1
608,1064,11,4
609,1064,10,2
610,1064,14,6
611,1064,33,6
659,1064,61,7
663,1064,7,3
674,1064,15,4
1064,1064,9,1
1323,1064,29,6
1331,1064,3,2
1450,1064,47,6
1451,33802,10,1
1747,1064,58,3
3557,1064,58,6
5202,1064,1,1
5346,1064,48,9
5353,1064,144,15
5432,1064,33,6
5634,1064,37,6
5660,33802,6,2
5661,1064,96,9
6211,1064,5,1
11057,1064,1,1
11357,1064,1,1
11363,1064,1,1
11858,33802,41,5
12284,33802,22,4
12286,33802,5,1
12287,33802,28,3
12288,33802,18,1
12289,33802,51,3
12291,33802,16,2
12293,33802,49,5
12295,33802,34,5
12296,33802,78,10
13108,33802,109,15
13175,33802,22,3
13452,33802,19,3
13475,33802,35,4
31078,33802,13,3
33802,33802,75,4
11356,12236,6,1
11433,12236,112,7
11625,12236,3,1
12118,11153,2,1
12284,11153,2,1
13318,11153,5,1
14540,12236,1,1
14926,12236,5,1
14928,11153,1,1
15287,12236,20,1
15290,11153,20,1
15290,12236,20,1
15514,11153,5,1
15582,12236,3,1
15590,12236,1,1
15693,12236,1,1
558,5543,8,1
3220,5543,5,1
35569,35526,11,2
38597,35526,10,1
43009,42667,10,1
43009,42667,10,1
50835,51565,1,1
50835,51565,1,1
53182,51565,3,2
53182,42667,3,2
53182,42667,3,2
53182,51565,3,2
202,221,23,3
4216,221,1,1
51410,58010,1,1
52928,58010,1,1
11152,22942,2,1
11162,22942,2,1
11544,12084,14,3
11547,12084,4,4
12073,12084,5,2
12116,12084,4,2
12355,12084,10,3
14855,12084,26,5
14857,22942,10,1
15265,12084,1,1
16512,12084,3,2
18161,22942,17,2
18162,12084,2,2
18372,12084,21,3
19204,12084,6,2
19355,12084,30,1
22273,22942,6,1
22276,22942,44,3
22277,22942,69,8
22942,22942,112,9
22970,22942,9,2
22972,22942,52,8
23064,22942,118,18
26402,22942,52,7
26501,22942,77,8
26946,12084,16,1
26946,22942,16,1
27043,22942,47,10
27085,22942,46,3
10049,12084,10,1
10509,12084,10,1
10509,22942,10,1
10510,12084,30,4
11152,22942,12,2
11415,12084,27,5
11418,12084,1,1
11427,12084,1,1
11430,12084,2,1
12073,12084,9,3
12074,12084,3,1
13426,12084,41,5
13426,22942,41,5
14541,12084,7,2
14541,22942,7,2
14542,12084,7,3
14542,22942,7,3
15296,12084,18,6
15296,22942,18,6
15299,12084,11,1
15299,22942,11,1
15514,22942,9,2
15572,12084,7,1
15590,12084,82,2
15591,22942,6,1
15602,22942,1,1
15603,12084,9,1
15693,12084,12,4
19395,12084,5,1
19395,22942,5,1
19980,12084,4,2
19980,22942,4,2
19982,12084,36,5
19982,22942,36,5
19985,12084,3,2
19985,22942,3,2
19986,12084,21,4
19986,22942,21,4
20330,12084,5,1
22276,22942,43,4
22277,22942,89,17
22942,22942,56,13
22970,22942,34,5
22972,22942,25,3
23064,22942,68,14
26402,22942,27,6
26501,22942,68,12
27043,22942,89,14
27085,22942,48,10
634,1558,32,2
635,1558,11,3
647,647,77,9
1106,647,94,10
1323,1558,5,1
1356,1558,25,5
1443,1558,1,1
1448,1558,16,3
1558,1558,40,7
1631,1558,17,5
1692,1558,28,5
1693,1558,24,4
1697,1558,67,9
5200,647,1725,32
5201,1558,26,4
20328,30834,2,1
26838,30834,1,1
647,638,46,2
4170,638,1,1
5334,5391,20,1
5387,5391,2,1
5391,5391,30,1
202,638,152,14
227,638,35,4
548,638,63,10
635,1052,10,1
638,638,2,1
640,1052,2,1
1323,1052,13,2
1356,1052,5,3
2760,638,37,7
2782,638,28,4
3228,1052,70,9
5193,1052,1,1
5308,1052,3,3
5334,1052,1,1
5391,1052,11,2
5393,638,2,1
5853,638,4,2
6218,1052,14,2
604,1498,4,1
612,1498,11,4
614,1498,1,1
800,5589,2,1
5358,1498,2,1
5589,5589,26,7
5644,5589,14,2
5661,1498,10,3
5837,1498,1,1
20001,20145,3,1
25937,30212,0,1
40053,30212,1,1
40110,30212,5,1
40110,20145,5,1
46096,46142,6,1
47907,40668,2,1
47976,40668,2,1
56795,46142,1,1
40012,40752,2,1
40012,40752,2,1
40024,40752,6,2
40024,40752,6,2
40180,40752,1,1
40180,40752,1,1
40447,40752,2,1
40447,40752,2,1
41382,40752,1,1
41382,40752,1,1
47962,40752,7,1
47962,40752,7,1
40874,55532,5,1
46136,55532,1,1
43009,43009,3,1
58120,65409,10,1
12287,19180,8,1
12291,19180,2,1
12293,19180,11,2
12295,19180,10,1
12296,19180,1,1
19180,19180,8,1
19911,19180,1,1
638,638,2,1
638,638,2,1
4170,638,220,14
5949,638,51,4
50200,56202,5,1
52499,56202,10,1
54133,56202,2,1
54249,56202,15,2
54267,56202,2,1
56202,56202,1,1
57001,56202,1,1
57114,56202,49,5
57120,56202,9,4
57121,56202,9,2
57123,56202,9,3
57131,56202,25,2
57133,56202,17,5
57134,56202,10,1
59045,56202,30,2
35550,38525,2,2
35569,38525,3,1
38525,38525,2,2
41521,38525,1,1
41521,46953,1,1
53344,38525,13,2
53344,46953,13,2
407,6211,1,1
1451,53364,10,1
5353,6211,30,2
41764,53364,10,2
41764,6211,10,2
41781,53364,5,1
41844,53364,21,3
41844,6211,21,3
53344,53364,3,1
53344,6211,3,1
53368,53364,1,1
53368,6211,1,1
638,47207,5,1
647,47207,219,9
2007,47207,3,1
47207,47207,1,2
51015,51699,1,1
51015,51699,1,1
51068,51699,18,4
51068,51699,18,4
53168,51699,9,2
53168,51699,9,2
53585,51699,2,1
53585,51699,2,1
53639,51699,10,3
53639,51699,10,3
58004,51699,10,1
58006,51699,11,3
58010,51699,1,1
58010,51699,1,1
40691,40053,6,1
36062,38437,8,2
36063,31690,1,1
40772,43461,5,1
42220,43461,1,1
42220,42220,1,1
43220,43461,15,1
46187,43461,1,1
102,102,1,1
102,102,1,1
105,2001,2,1
105,2001,2,1
112,2001,2,1
112,2001,2,1
123,2001,5,1
123,2001,5,1
124,102,3,1
124,102,3,1
366,2001,10,1
366,2001,10,1
367,2001,4,2
367,2001,4,2
1171,102,2,2
1171,102,2,2
1428,2001,1,1
1428,2001,1,1
1819,102,9,1
1819,102,9,1
2006,102,5,1
2006,102,5,1
2781,2001,1,1
2781,2001,1,1
3859,2001,1,1
3859,2001,1,1
4075,2001,3,1
6057,102,2,1
6057,102,2,1
6238,2001,11,1
6238,2001,11,1
9893,102,3,1
9893,102,3,1
34718,39246,8,2
39289,39246,10,2
39299,39426,5,2
39426,39246,15,1
39426,39426,15,1
32145,33655,2,1
32145,33655,2,1
32145,34425,2,1
32145,32821,2,1
5645,5591,15,1
5645,2323,15,1
5645,4024,15,1
5645,2306,15,1
6048,4024,3,1
6048,4024,3,1
6048,2306,3,1
38839,32313,1,1
107,548,17,2
107,548,17,2
107,548,17,2
191,2901,6,2
191,2911,6,2
191,2911,6,2
558,548,13,2
558,548,13,2
558,548,13,2
558,548,13,2
2612,548,5,1
2612,548,5,1
2612,548,5,1
2612,548,5,1
2834,548,10,1
2834,548,10,1
2834,548,10,1
2834,548,10,1
2901,2901,15,1
2911,2901,1,1
2911,2911,1,1
2911,2911,1,1
3559,548,4,1
3559,548,4,1
3559,548,4,1
6272,548,80,3
102,9855,6,2
102,5130,6,2
140,9855,12,4
140,9855,12,4
140,9855,6,2
140,5130,6,2
144,9855,10,6
144,9855,10,6
144,9855,5,3
144,5130,5,3
145,9855,5,1
145,9855,5,1
151,9855,4,1
151,9855,4,1
316,9855,20,4
316,5130,20,4
1202,9855,3,3
1202,5130,3,3
3634,9855,3,1
3634,9855,3,1
6271,9855,1,1
6271,5130,1,1
9855,9855,1,1
9855,9855,1,1
20335,28659,2,1
21531,28659,6,2
26174,26166,1,1
26465,26166,1,1
26472,26166,7,1
26472,28659,7,1
623,3637,32,3
903,3637,1,1
1078,9968,55,7
1078,9968,55,7
1084,9968,6,1
1084,9968,6,1
1347,9968,1,1
1347,9968,1,1
1485,9968,5,1
1485,9968,5,1
1497,9968,47,3
1497,9968,47,3
2024,3637,20,1
2982,9968,2,2
2982,9968,2,2
3654,9968,2,1
3654,9968,2,1
3658,3637,2,1
5886,3637,32,3
6134,3637,10,1
3062,2893,1,1
3062,5904,1,1
120,6136,5,1
120,6136,5,1
129,462,8,2
129,462,8,2
176,6136,2,2
176,6136,2,2
182,462,2,1
182,462,2,1
192,462,1,1
192,462,1,1
277,6136,20,1
366,462,20,2
366,462,20,2
367,462,3,1
367,462,3,1
993,6136,5,1
1428,6136,5,1
1428,6136,5,1
2524,6136,3,1
2524,6136,3,1
2524,462,3,1
2524,462,3,1
2612,6136,5,1
2612,6136,5,1
2615,6136,10,2
2615,6136,10,2
2831,462,3,1
2831,462,3,1
2834,462,10,1
3634,462,7,3
3634,462,7,3
5830,462,3,2
5830,462,3,2
6135,462,5,1
6135,462,5,1
9810,462,50,1
9810,462,50,1
9903,462,2,1
9903,462,2,1
78,102,2,2
155,2001,156,14
172,2001,11,2
173,102,8,1
174,102,50,1
175,2001,3,1
176,102,19,3
177,2001,2,1
1088,2001,5,2
1093,2001,5,1
1095,2001,6,2
1749,2001,1,1
2001,2001,97,9
2758,102,13,2
2759,102,3,1
2775,2001,4,1
2776,102,21,4
4075,2001,66,2
4133,2001,28,4
5666,2001,258,9
5667,2001,81,3
5668,102,65,2
6023,2001,445,10
6023,102,445,10
9951,102,1,1
543,1487,10,1
1488,1487,2,1
1497,1487,1,1
2982,1487,2,1
3087,1487,4,1
3607,1487,2,1
5886,1487,10,5
73,2722,17,2
73,4009,17,2
102,102,2,1
102,102,2,1
137,2722,1,1
137,4009,1,1
138,2722,20,1
138,4009,20,1
149,2722,6,1
149,4009,6,1
151,2722,5,1
151,4009,5,1
153,2722,3,1
153,4009,3,1
175,2722,9,1
175,4009,9,1
229,2722,3,1
229,4009,3,1
276,102,1,1
329,2722,10,1
329,4009,10,1
330,2722,10,1
330,4009,10,1
332,2722,15,2
332,4009,15,2
543,2722,1,1
993,102,10,1
1553,102,2,2
1553,102,2,2
1592,102,4,1
1592,102,4,1
1616,2722,6,2
1749,2722,13,1
1749,4009,13,1
1932,102,20,1
1932,102,20,1
2190,2722,11,2
2190,4009,11,2
2524,102,17,3
2524,102,17,3
2562,102,2,1
2562,102,2,1
3018,2722,5,1
3018,4009,5,1
3634,2722,2,1
3820,102,2,1
3820,102,2,1
4009,2722,5,3
4009,4009,5,3
5058,102,70,5
5058,102,70,5
5059,102,5,1
5059,102,5,1
5130,102,80,1
5130,102,80,1
6271,102,5,1
6271,102,5,1
26151,26356,90,4
26167,26356,4,1
78,1371,2,1
543,1365,8,1
1352,1371,3,1
1431,1365,5,1
1592,1371,2,1
1731,1371,5,1
4216,1371,6,2
5058,1371,107,3
5100,1365,51,3
5100,1302,51,3
6131,1365,4,1
32052,63227,10,1
32052,63111,10,1
63946,63227,3,2
21001,21109,0,1
21001,21109,0,1
21109,38130,1,1
21109,38130,1,1
21109,21109,1,1
21109,21109,1,1
21457,38130,20,2
21457,38130,20,2
25642,21109,7,1
25642,21109,7,1
25682,38130,10,2
25682,38130,10,2
31124,21109,3,2
31124,21109,3,2
31377,38130,3,1
31377,38130,3,1
31377,21109,3,1
20001,21342,4,1
41139,43713,9,2
41743,42409,8,1
43728,43713,4,1
46953,42409,2,1
47110,42409,6,1
47491,43713,38,4
47528,43713,4,1
53344,42409,3,1
53344,43713,3,1
42659,47403,5,1
42659,47403,5,1
47884,43623,2,2
47884,43623,2,2
47884,43623,2,2
21188,21109,8,1
21188,21109,8,1
21472,21109,2,1
26635,21109,4,2
26635,21109,4,2
12368,14082,3,1
13106,14082,1,1
13107,14082,5,1
13907,14082,20,1
342,5498,50,1
12441,6206,1,1
13482,6206,1,1
14788,5498,1,1
14806,6206,212,10
15204,6206,7,3
15211,6206,45,4
15220,6206,2,1
15222,6206,1,1
15225,6206,2,1
60083,5498,21,2
60092,5498,20,1
60102,5498,2,1
60060,60290,20,1
60080,60152,42,5
60083,60152,10,1
60086,60152,3,1
60102,60152,19,3
60152,60152,2,1
60287,60290,43,6
60290,60290,36,2
60298,60290,20,2
60307,60290,93,8
60313,60290,19,4
60320,60290,43,6
63888,60152,9,2
21173,32231,12,1
21730,32366,1,1
21770,32231,13,3
32172,32366,3,3
38325,32366,1,1
39570,32366,1,1
31159,31635,20,3
31338,31635,1,1
31408,31635,5,1
31610,31647,1,1
31635,31635,1,1
36023,31647,3,1
37623,31647,3,1
38110,31635,4,2
38121,31635,10,1
38160,31635,16,2
38174,31647,4,2
11168,11208,3,1
11168,12092,3,1
11837,11208,1,1
12088,12092,2,1
12089,12092,1,1
15061,12092,15,1
4216,3007,2,1
61152,3007,1,1
61152,3061,1,1
31922,32740,2,1
37269,32740,1,1
21258,21258,2,1
21371,33432,1,1
21373,33432,4,1
21684,21258,2,1
21817,21258,2,1
22273,21258,11,2
