Source,Target,PassengerNumber,ComplaintsNumber
39180,39110,2,1
39180,39110,2,1
39516,39107,3,1
39676,39107,10,1
51648,51650,5,2
51648,51650,5,2
55012,52207,4,1
55012,51164,4,1
31816,38129,17,3
31816,38129,17,3
32397,35397,3,1
32397,35397,3,1
32404,35397,8,2
32404,35397,8,2
37545,38129,3,1
37545,38129,3,1
38129,38129,2,1
38129,38129,2,1
38244,38129,1,1
38244,38129,1,1
38313,35397,3,1
30141,39645,1,1
30141,39761,1,1
39372,39645,3,1
39654,39645,5,1
39654,39761,5,1
46970,47026,2,1
51180,59049,3,1
51180,59049,3,1
51240,58066,12,1
57053,58066,16,5
57053,59049,16,5
57053,59049,16,5
57059,59049,5,1
57059,59049,5,1
57075,58066,2,1
57183,59049,29,6
57183,59049,29,6
57185,58066,4,3
57186,59049,17,4
57186,59049,17,4
57188,58066,16,3
57189,59049,189,24
57189,59049,189,24
57190,58066,1,1
57191,59049,18,4
57191,59049,18,4
57192,58066,1,1
57193,58066,2,1
57195,58066,12,2
57198,58066,2,2
57313,58066,4,1
58065,58066,21,2
58066,58066,16,2
58105,59049,4,1
58105,59049,4,1
58120,59049,40,4
58170,58066,56,5
58170,59049,56,5
58170,59049,56,5
59049,58066,1,1
59049,59049,1,1
59049,59049,1,1
11136,14340,10,1
11172,14340,1,1
11294,14340,10,1
13544,14340,20,2
14330,11126,1,1
11000,11589,3,1
11000,11589,3,1
20092,31435,7,2
20147,31435,3,1
20155,30548,3,1
20162,31435,10,2
21357,31435,2,1
21371,30548,5,1
22975,31435,2,1
23060,30548,1,1
26485,30548,1,1
26520,30548,2,1
26595,31435,4,1
26790,31435,19,4
26790,30548,19,4
26797,31435,3,1
26797,30548,3,1
26806,31435,67,10
26807,30548,5,1
26808,31435,118,12
26808,30548,118,12
27043,31435,10,1
27044,30548,2,2
32902,30548,20,1
32903,30548,13,1
32910,30548,2,1
32911,30548,33,3
56623,59897,1,1
56625,59897,2,1
56625,50063,2,1
34718,39246,3,1
35644,39246,1,1
39269,39246,1,1
39270,39524,5,1
30069,31412,2,1
30069,31412,2,1
36020,31412,7,1
36020,31412,7,1
36022,31412,9,1
36022,31412,9,1
36828,31412,2,1
36828,31412,2,1
39174,39561,1,1
39174,39561,1,1
39212,39561,5,1
39212,39561,5,1
1512,9801,8,1
1849,9801,1,1
2360,9801,1,1
3322,9801,6,2
3857,9801,4,1
4175,9801,1,1
9863,9801,12,1
37056,30013,1,1
37058,30013,1,1
37059,30013,6,1
39883,30013,4,1
39884,30013,2,1
39900,30013,1,1
39928,30013,5,1
53392,57875,6,2
53392,57875,6,2
53392,57875,6,2
53392,54347,6,2
53392,54347,6,2
53392,57875,6,2
54345,57875,8,1
54345,57875,8,1
54345,57875,8,1
54345,57875,8,1
12949,13663,2,1
14730,14730,21,2
41613,41887,30,1
41870,47636,4,1
42117,41887,2,1
42262,41887,2,2
47913,47636,2,1
47914,41887,6,2
33829,36108,5,1
36278,36108,3,1
20200,31429,10,1
20207,33550,5,2
20789,31429,1,1
21173,33550,1,1
21238,31429,3,2
21371,33550,4,2
21654,33550,3,1
21815,31429,65,14
22277,31429,7,1
22975,31429,20,2
25882,31429,4,2
26264,31429,4,1
26277,31429,3,1
26381,31429,1,1
26389,31429,2,1
28665,31429,2,2
31017,33550,3,1
31036,33550,1,1
31054,33550,17,2
31057,33550,29,4
31065,33550,1,1
31129,33550,3,2
32906,33550,13,2
32940,31429,5,1
36500,31429,1,1
37130,33550,1,1
38106,33550,37,8
38111,33550,5,1
38121,31429,5,1
38129,31429,1,1
20116,26595,1,1
20116,25903,1,1
20283,26595,1,1
20283,25964,1,1
20283,25903,1,1
20283,20152,1,1
20284,26595,3,1
20284,25964,3,1
20284,25903,3,1
20284,20152,3,1
20725,26595,4,1
20725,25903,4,1
20727,25964,10,1
21356,26595,215,1
21356,25903,215,1
21376,26595,14,2
21376,25903,14,2
21534,26595,2,2
21534,25903,2,2
21669,25964,1,1
21675,26595,5,1
24068,25964,2,2
25203,25964,7,2
25203,20152,7,2
26434,25964,1,1
26434,20152,1,1
26806,26595,0,1
26806,25903,0,1
28594,25964,12,2
28594,20152,12,2
41406,43053,5,1
47453,43053,5,1
43728,54909,8,1
47585,54909,3,1
47585,47586,3,1
52780,54909,8,1
56193,54909,2,1
56193,47586,2,1
20373,20105,7,1
26761,26749,10,1
26761,20105,10,1
26763,26749,2,1
26763,20105,2,1
54818,56866,2,1
54818,56866,2,1
50645,56301,2,1
50645,56301,2,1
59081,56301,2,1
59081,56301,2,1
59325,56301,1,1
59325,56301,1,1
33157,33077,1,1
51141,51288,1,1
51296,51288,9,2
56944,51288,1,1
57026,51288,1,1
1064,1064,5,1
5450,5443,1,1
5452,1064,31,2
34184,34186,6,1
34184,35169,6,1
34184,34094,6,1
34184,34094,6,1
39222,39426,3,1
39228,39426,6,1
63110,63587,5,1
63199,63587,5,1
63203,63170,2,1
63203,63587,2,1
63589,63587,5,1
21337,26908,2,1
26666,26908,1,1
36598,26908,10,3
10003,12013,10,1
11060,12013,2,2
11513,11856,17,1
11568,12013,2,2
11569,12013,2,1
12296,11856,2,1
12337,11856,1,1
12339,11856,5,1
13172,11856,1,1
13173,12013,8,2
13212,11856,36,2
14705,11856,6,1
56158,50085,1,1
56158,52999,1,1
33660,33662,6,1
33660,33689,6,1
35095,33662,1,1
57059,57315,10,1
57316,57315,1,1
10976,12766,3,1
11296,12766,3,1
12916,12766,6,1
12916,10928,6,1
13235,10928,9,4
19405,12766,8,2
20727,25439,1,1
21195,25439,2,1
21195,20152,2,1
22970,25439,1,1
22970,20152,1,1
23051,20139,5,2
23051,21139,5,2
25439,25439,6,2
25439,20152,6,2
26402,25439,6,1
26402,20152,6,1
26487,20139,10,1
26487,21139,10,1
26490,20139,9,2
26490,21139,9,2
53828,51013,2,1
53828,51013,2,1
53865,51013,3,1
53865,51013,3,1
31342,33440,1,1
31342,33440,1,1
37634,37632,4,2
60079,60194,1,1
60079,60194,1,1
60330,60194,3,1
60330,60194,3,1
61245,60194,3,1
61442,60194,1,1
61442,60194,1,1
61444,60194,4,1
63727,60194,10,1
63727,60194,10,1
60281,60352,3,1
60290,60290,20,1
60301,60352,2,1
60320,60290,1,1
61431,60352,10,1
61431,60290,10,1
63948,60290,2,1
64202,60352,2,1
65156,60290,2,1
65160,60290,2,1
65231,60290,2,1
65304,60352,5,1
65385,60352,1,1
65385,60290,1,1
65387,60352,6,2
10313,16026,10,1
10313,16026,10,1
10313,16026,10,1
14251,16026,4,1
14251,16026,4,1
14251,16026,4,1
16028,16026,1,1
16028,16026,1,1
16028,16026,1,1
16029,16026,1,1
16029,16026,1,1
16029,16026,1,1
16102,16026,1,1
16102,16026,1,1
16102,16026,1,1
309,324,2,1
579,579,10,1
3557,324,2,1
6188,579,9,3
50290,51557,3,1
50290,52093,3,1
37041,39791,4,1
39794,39791,2,1
39794,31764,2,1
11447,14647,1,1
11447,14955,1,1
31863,35679,5,2
36202,35679,1,1
37415,35679,3,1
37423,35679,1,1
60229,60272,2,1
60286,60286,1,1
60372,60272,10,1
60377,60272,6,2
63989,60286,14,1
65387,60286,1,1
32397,32664,2,1
32397,32664,2,1
32397,32664,2,1
32398,39685,10,1
32398,39685,10,1
32398,39685,10,1
38409,32664,1,1
38409,32664,1,1
38409,32664,1,1
39684,32664,6,1
39684,32664,6,1
39684,32664,6,1
60089,60194,16,2
60089,60194,16,2
60198,60283,5,1
60198,60283,5,1
60335,60194,1,1
60335,60194,1,1
61442,60283,5,1
61442,60283,5,1
63727,60283,3,1
63727,60283,3,1
11619,10068,5,1
11619,10068,5,1
11921,10068,3,2
11921,10068,3,2
11283,14433,2,1
11685,14433,4,1
14248,14433,1,1
14324,14433,3,1
16028,14433,3,1
18477,14433,1,1
19947,14433,5,1
19947,14433,5,1
50488,51557,1,1
56458,51557,1,1
32763,37430,1,1
32769,37785,1,1
33188,37430,1,1
34041,37430,6,2
35084,37430,10,1
37679,37785,1,1
37679,37430,1,1
51027,52175,1,1
51027,52175,1,1
37018,63195,4,1
37020,39717,6,1
39690,39717,10,1
63436,39717,5,1
63436,63195,5,1
141,9968,10,1
141,3114,10,1
142,9968,15,6
142,3114,15,6
144,9968,6,2
144,3114,6,2
149,3114,5,1
315,3114,2,2
1190,3114,17,2
1485,9968,11,2
2002,3114,5,1
2003,9968,10,2
2004,9968,9,2
2982,9968,3,1
2983,9968,8,3
3010,9968,10,1
3012,9968,1,1
3089,3114,15,1
3654,9968,4,1
4009,3114,5,2
5130,9968,10,1
5824,3114,6,1
5825,9968,5,2
6233,9968,4,1
9948,3114,5,1
37027,63156,2,1
37032,63156,2,1
37035,63156,1,1
63160,65446,1,1
37058,37061,16,2
39886,37061,1,1
39921,37061,1,1
51240,58067,1,1
57053,58067,4,2
57053,58067,4,2
57058,58067,9,2
57177,58067,8,1
57222,58067,3,1
57223,58067,2,1
57224,58067,4,1
57229,58067,10,1
57256,58067,4,1
10976,12766,10,1
11246,10928,10,1
11300,10928,1,1
11789,12766,1,1
13450,12766,6,1
14330,12766,10,2
16067,10928,1,1
16067,12766,1,1
31548,36427,5,1
31548,36427,5,1
32551,36426,2,1
32551,36551,2,1
32551,36426,2,1
10095,12235,7,1
10095,10095,7,1
12133,12235,1,1
12133,10095,1,1
14730,14730,29,3
14730,14730,29,3
15063,12235,5,1
15063,10095,5,1
15953,12235,4,2
15953,10095,4,2
15963,12235,11,2
15963,10095,11,2
18133,12235,10,1
18133,10095,10,1
18135,14730,10,1
18135,14730,10,1
50132,54724,1,1
50142,56559,1,1
47774,47761,5,2
11300,14449,5,1
11300,15542,5,1
11300,15542,5,1
15548,14449,2,1
15548,14449,2,1
53809,53810,1,1
53951,53810,1,1
53961,53810,10,1
39832,38655,3,1
60202,65388,1,1
60203,65388,10,2
60210,65301,3,1
60213,65388,20,1
60217,65388,5,1
60307,65301,1,1
60308,65301,1,1
60383,65301,1,1
463,954,10,1
947,954,8,5
952,954,7,1
4171,954,3,1
12831,11697,2,1
12831,11697,2,1
13437,11697,3,1
16506,12144,8,1
31785,30173,1,1
31785,30173,1,1
31785,31786,1,1
32614,30173,4,2
32614,31786,4,2
50044,56034,1,1
56034,56034,2,2
59405,56034,1,1
33819,37442,3,3
35061,37442,2,1
35852,33723,1,1
36246,37442,6,1
36350,33723,3,1
36857,33723,1,1
31660,38349,1,1
31660,35181,1,1
31660,31436,1,1
31660,36485,1,1
35015,38349,2,1
35015,36485,2,1
35181,35181,1,1
35181,31436,1,1
26901,20722,5,1
26901,20722,5,1
26905,20722,5,1
26905,20722,5,1
27103,20722,4,1
27103,20722,4,1
27103,26900,4,1
31543,37471,4,1
32550,31521,17,1
32550,31521,17,1
32551,31521,2,1
32551,31521,2,1
30846,30861,3,3
30863,30888,6,3
30890,30888,9,1
31139,30888,1,1
31173,30888,2,1
33559,30888,1,1
33559,30861,1,1
35539,30861,4,1
35573,30888,2,1
35585,30888,2,2
35636,30861,3,1
38520,30861,3,1
38588,30861,1,1
38603,30861,10,1
31516,36427,3,2
31516,36427,3,2
20150,26632,1,1
26583,26632,1,1
26620,26595,1,1
26621,26632,5,1
26790,26595,1,1
36553,26595,2,1
37655,26632,5,1
38287,26632,2,1
20197,20197,1,1
30087,31412,7,4
159,3114,1,1
160,3114,5,1
162,3114,13,2
164,3114,1,1
166,3114,9,2
168,3114,10,1
169,3114,11,3
170,3114,11,2
290,3114,2,1
1166,3114,20,2
1167,3114,4,1
1167,9968,4,1
1170,3114,14,3
1170,9968,14,3
1485,9968,6,2
1487,9968,7,2
1488,9968,12,2
2948,9968,9,3
2983,9968,14,1
2990,9968,1,1
3092,3114,10,1
3662,9968,7,1
5821,9968,19,2
5825,9968,10,1
1523,4181,10,1
2703,4181,2,1
2776,5834,12,2
3486,5834,1,1
10842,10842,2,1
14218,10842,12,2
36425,36427,0,1
36443,36426,1,1
51209,59927,1,1
51209,51190,1,1
57679,59927,2,1
57679,51190,2,1
58009,51190,4,1
59921,59927,2,1
59921,51190,2,1
20220,20205,3,1
20220,27102,3,1
26904,20205,6,1
26904,27102,6,1
27102,20205,10,1
27102,27102,10,1
27207,20205,2,1
27207,27102,2,1
27214,20205,5,1
27214,27102,5,1
139,5197,2,1
660,5197,5,1
1312,5191,2,1
1350,5191,1,1
1350,5197,1,1
1374,5191,3,1
5194,5191,1,1
5194,5197,1,1
5195,5191,1,1
5195,5197,1,1
5648,5191,4,1
5657,5191,3,2
138,9855,13,6
877,9855,1,1
9855,9855,15,2
1057,672,2,1
1057,672,2,1
1057,1989,2,1
1057,5677,2,1
1863,672,5,1
1863,672,5,1
1863,1989,5,1
1863,5677,5,1
1869,672,5,1
1869,672,5,1
1869,1989,5,1
1869,5677,5,1
2551,672,18,4
2551,672,18,4
2551,672,9,2
2551,1989,18,4
2551,1989,18,4
2551,5677,9,2
2787,672,2,1
2787,672,2,1
2787,1989,2,1
2787,5677,2,1
6232,672,43,4
6232,672,43,4
6232,1989,43,4
6232,5677,43,4
9823,672,10,1
9823,672,10,1
9823,1989,10,1
9823,5677,10,1
5603,5603,2,2
32138,37471,6,3
32505,32524,10,1
32524,32524,1,1
32525,32524,6,1
32553,32524,5,4
37471,37471,5,1
37471,32524,5,1
948,3822,4,1
5987,1539,10,1
5987,1539,10,1
42556,56263,1,1
56259,56263,1,1
60235,60236,1,1
60235,60417,1,1
32310,33523,1,1
33523,33523,7,3
55241,55132,2,2
55241,58836,2,2
5260,1456,1,1
20282,36597,0,1
20282,36597,0,1
27219,36597,1,1
27219,36597,1,1
36598,36597,1,1
36598,36597,1,1
40216,40424,5,1
40216,40424,5,1
40305,40424,1,1
40489,40424,4,2
40489,40424,4,2
40504,40424,3,1
40504,40424,3,1
40528,40424,2,1
40528,40424,2,1
43425,40424,4,1
31729,32691,1,1
33556,32691,1,1
33556,39660,1,1
31406,32599,1,1
40237,43206,6,1
42220,43206,11,2
42220,42220,11,2
43377,43206,1,1
43379,42220,1,1
160,1455,9,2
162,1455,5,1
164,1455,2,1
170,1455,10,1
295,1455,1,1
312,1455,1,1
2948,1455,49,5
6131,1455,5,1
6132,1455,14,2
30907,33445,2,1
30907,33445,2,1
30997,31039,2,2
30997,33445,2,2
30997,33445,2,2
30997,31039,2,2
31004,31039,5,2
31004,31039,5,2
31007,31039,2,2
31007,31039,2,2
33445,31039,0,1
33445,33445,0,1
33445,33445,0,1
33445,31039,0,1
35095,33445,5,1
35095,33445,5,1
37924,31039,2,2
37924,33445,2,2
37924,33445,2,2
37924,31039,2,2
60057,60062,6,1
60136,60062,1,1
60142,60100,8,1
60155,60100,10,2
61301,60100,5,1
61439,60062,4,1
63888,60100,1,1
60160,60283,6,2
60160,60283,6,2
31366,38336,5,1
32913,38336,1,1
34004,38336,1,1
35447,38336,6,2
37446,38336,2,2
38261,38188,3,1
5247,11736,5,1
5247,11279,5,1
42659,46203,8,1
42659,46203,8,1
42996,46203,1,1
55001,58666,5,1
55065,55240,5,1
55210,55240,5,1
55432,58666,6,2
18612,11621,12,3
43719,43711,40,3
43719,43711,40,3
43728,43713,5,1
43728,43711,5,1
47491,43713,6,1
47491,43711,6,1
47528,43711,10,2
14796,14741,1,1
15212,14741,10,1
31363,34771,5,1
31363,34771,5,1
31991,31987,10,1
31991,34771,10,1
31991,31987,10,1
31991,34771,10,1
37040,31987,1,1
37040,31987,1,1
39835,34771,1,1
39835,34771,1,1
39855,31987,2,1
39855,31987,2,1
52255,53501,3,1
52255,59677,3,1
53445,53501,1,1
59696,59585,1,1
59696,59585,1,1
59696,52257,1,1
42084,47763,1,1
46097,47763,1,1
47762,47761,2,1
33094,33094,4,2
35095,33094,7,2
35251,35252,1,1
38568,33094,5,1
39947,33094,3,1
33602,35917,15,1
33992,38775,2,1
33992,38775,2,1
34233,38775,21,3
34233,38775,21,3
34490,35917,11,2
38945,38775,2,1
38945,38775,2,1
31100,31250,7,3
31100,38711,7,3
33356,38711,3,1
33552,31250,6,2
33601,31250,1,1
34696,31250,1,1
38427,31250,1,1
36478,36470,1,1
25372,25372,5,4
36288,25372,2,1
36352,25372,3,1
36389,25372,10,2
37923,37784,12,2
40007,40175,95,5
40007,40175,95,5
46035,40276,1,1
46035,40175,1,1
46035,40175,1,1
46035,40276,1,1
47160,40276,40,2
47160,40276,40,2
60135,60089,15,1
60140,60063,1,1
61144,60063,3,1
61246,60063,67,7
61444,60089,2,1
33602,33996,1,1
31247,31100,1,1
33000,31100,3,1
33000,38779,3,1
33000,38779,3,1
34978,31100,2,1
11319,14730,4,2
14730,14730,8,1
14740,12235,10,1
15000,12235,5,1
15137,12235,1,1
15137,14730,1,1
15702,14730,1,1
43881,40053,2,1
1091,1120,5,1
6102,1120,5,1
10988,12715,1,1
11095,13459,2,1
11104,13459,2,1
11126,12715,2,1
11300,12715,7,1
13273,13459,2,1
13462,13459,3,1
21287,25869,10,1
21287,20725,10,1
21318,25869,9,3
21318,20725,9,3
21389,25869,6,2
21389,20725,6,2
21437,27246,5,1
21437,27246,5,1
21457,27246,1,1
21457,27246,1,1
25565,25869,1,1
25565,20725,1,1
25951,25869,5,5
25951,20725,5,5
25960,27246,2,1
25960,27246,2,1
26019,25869,1,1
26019,20725,1,1
20075,21450,3,1
20092,21666,18,3
20463,21666,2,1
20463,21450,2,1
21365,21450,5,1
21370,21666,3,1
21373,21666,6,1
21666,21666,1,1
21684,21666,19,2
21817,21666,1,1
22273,21666,10,1
23051,21450,5,1
23055,21666,40,1
26469,21666,1,1
26469,21450,1,1
26499,21450,10,2
26502,21450,11,2
26504,21450,25,1
26845,26767,1,1
26870,26767,12,1
31502,37471,1,1
32044,37471,3,1
32044,37471,3,1
32131,32515,15,1
32131,32221,15,1
32217,37471,2,2
32217,37471,2,2
32502,32515,12,1
32502,32221,12,1
32505,32515,10,1
32505,32221,10,1
32508,32515,1,1
32508,32221,1,1
16307,16123,7,1
16307,16123,7,1
19499,16123,1,1
19499,16123,1,1
19285,19286,20,1
407,605,30,2
575,579,3,1
613,605,1,1
657,605,4,1
659,605,77,3
660,579,2,1
5389,579,1,1
37047,39717,10,1
63189,63587,1,1
63203,39717,2,1
63203,63587,2,1
36611,37061,2,1
36615,37061,1,1
37057,37061,3,1
37059,37061,1,1
39837,32078,4,1
39846,32078,3,1
52174,55240,9,1
52174,55240,9,1
54775,55240,1,1
54775,58666,1,1
54775,58666,1,1
55006,58666,1,1
55006,58666,1,1
55324,55240,10,2
55324,55240,10,2
40450,47895,5,1
40450,40267,5,1
40450,47895,5,1
40450,40267,5,1
40806,40267,3,1
12167,12220,2,1
12167,12220,2,1
11068,12202,20,2
12302,12202,1,1
12304,12204,3,1
12304,16493,3,1
12305,12202,1,1
12719,12204,3,1
12719,16493,3,1
38118,38649,10,2
40679,46111,2,2
40679,46111,2,2
40180,40156,15,1
40202,40156,1,1
41788,40156,2,1
1255,2258,1,1
3304,2258,5,1
4216,2258,5,1
6229,2258,5,1
6299,2258,40,1
20316,26732,1,1
20316,26257,1,1
21666,26257,1,1
25346,26732,5,1
25349,26732,1,1
25349,26257,1,1
26287,26257,1,1
26734,26732,1,1
26805,26732,19,5
26819,26257,20,1
26863,26732,10,1
26863,26257,10,1
28555,26257,1,1
32734,37209,8,1
32734,37184,8,1
32734,39795,8,1
32734,37182,8,1
32734,33072,8,1
32734,37254,8,1
37193,37184,3,1
37193,39795,3,1
37193,37182,3,1
37193,33072,3,1
37193,37254,3,1
37251,37184,1,1
37251,39795,1,1
37251,37182,1,1
37251,33072,1,1
37251,37254,1,1
39995,37209,2,1
39995,37184,4,2
39995,37184,4,2
39995,39795,4,2
39995,39795,4,2
39995,37182,4,2
39995,37182,4,2
39995,33072,4,2
39995,33072,4,2
39995,37254,4,2
39995,37254,4,2
60053,60088,1,1
60122,60088,1,1
60167,60063,2,1
61246,60063,13,2
61307,60063,4,1
61480,60063,26,2
51041,51213,3,1
51041,58002,3,1
34906,36146,1,1
35886,38048,1,1
38719,36146,1,1
11283,14324,10,1
14213,16198,1,1
14484,16198,15,1
18477,16198,6,1
11125,12136,1,1
11125,12136,1,1
11131,11348,4,2
11131,14454,4,2
11942,12136,5,1
11942,12136,5,1
13235,12136,6,1
13235,12136,6,1
13462,11348,4,1
13462,14454,4,1
14330,11348,1,1
14330,14454,1,1
19419,12136,10,1
19419,12136,10,1
19725,12136,1,1
19725,12136,1,1
19819,12136,4,1
19819,12136,4,1
11399,11697,1,1
11697,11697,1,1
12833,11697,10,1
15931,11697,1,1
15947,11697,3,1
16201,12660,2,1
39371,35114,2,1
14730,14730,20,1
15833,12235,10,1
21317,28544,3,2
21525,26740,3,1
25877,28544,4,1
26028,28544,1,1
26302,28544,1,1
47462,41935,20,1
1448,1456,17,4
1465,1456,1,1
1661,1466,10,1
1692,1456,1,1
1693,1456,6,1
1696,1466,5,1
1697,1456,78,6
3228,1466,1,1
5361,1466,15,2
5374,1466,9,3
6188,1466,12,1
31363,36450,1,1
33899,36450,6,1
35913,36450,10,1
37203,36450,1,1
37210,31362,19,1
37223,31362,2,1
37227,31362,2,1
38796,36450,4,1
56670,58067,1,1
56670,58067,1,1
57120,58067,3,1
57120,58067,3,1
57155,58067,3,1
57155,58067,3,1
57158,58067,1,1
57160,58067,1,1
57160,58067,1,1
57203,58067,3,1
57203,58067,3,1
57205,58067,4,2
57205,58067,4,2
57238,58067,8,1
57238,58067,8,1
57270,58067,2,1
57270,58067,2,1
58103,58067,5,1
58103,58067,5,1
58121,58067,6,2
58121,58067,6,2
58124,58067,2,2
58124,58067,2,2
50970,51665,13,4
50970,50961,13,4
51005,50961,1,1
51015,51665,5,2
51044,51665,23,4
51045,50961,12,1
51051,50961,20,1
51068,51665,21,2
51079,51665,7,1
51188,51665,1,1
51188,50961,1,1
53585,51665,4,1
53639,51665,3,1
53655,51665,10,1
53655,50961,10,1
54994,51665,27,3
54994,50961,27,3
58002,51665,11,3
31441,36146,1,1
38802,36146,5,1
60210,60402,14,3
60278,60402,30,2
60392,60402,5,1
50811,50586,1,1
52710,50586,1,1
52716,52046,1,1
58416,50586,1,1
32217,37471,1,1
43250,43250,9,2
43250,47541,9,2
47505,43250,10,1
47505,47541,10,1
42866,47491,24,3
42866,47491,24,3
47513,47491,6,1
47513,47491,6,1
47535,47491,1,1
47535,47491,1,1
34581,35917,2,1
10968,11621,1,1
11621,11621,3,1
14330,11106,3,1
19510,11621,1,1
33076,39076,9,1
33076,30079,9,1
33077,33077,5,1
33077,39081,5,1
33160,39076,15,1
33160,30079,15,1
33235,39076,16,3
33235,30079,16,3
33236,39076,6,2
33236,30079,6,2
33237,33077,3,1
33237,39081,3,1
33454,33077,1,1
33454,39081,1,1
35090,33077,1,1
35090,39081,1,1
39079,39076,8,2
39079,30079,8,2
30807,34046,1,1
32974,34046,23,2
33450,30930,3,1
33455,30930,7,1
35250,34046,19,3
35251,34046,2,2
35253,30930,10,1
39040,34046,6,2
39043,30930,20,1
39044,30930,6,1
30884,35624,2,1
30901,35624,2,1
31173,35624,5,1
35540,35624,2,1
35576,35624,5,3
35626,35624,6,1
38527,35624,5,1
43842,40100,1,1
37064,37064,5,1
37064,37150,5,1
39830,37064,3,2
39832,37064,2,1
39856,37064,1,1
39856,37150,1,1
39857,37064,1,1
39857,37150,1,1
39913,37150,7,2
31268,31138,1,1
31268,31138,1,1
31377,31138,27,3
31377,31138,27,3
31653,31604,2,1
31653,31604,2,1
31662,31604,6,2
31662,31604,6,2
31898,31604,10,1
31898,31604,10,1
35389,31604,4,1
35389,31604,4,1
36596,31604,7,2
36596,31604,7,2
36740,31138,4,1
36740,31138,4,1
37780,31138,3,3
38132,31138,1,1
38147,31604,1,1
38147,31604,1,1
38156,31138,2,1
38160,31138,2,1
38164,31138,1,1
13437,19354,3,1
15922,19354,6,1
1248,579,15,3
1250,579,0,1
1269,605,1,1
1640,579,2,1
3228,579,7,2
5396,579,2,1
5433,579,5,1
34490,31250,1,1
37705,31250,1,1
38582,31250,5,2
60057,60063,5,1
61359,60063,5,1
61359,60336,5,1
573,6217,5,2
1323,6218,1,1
1447,6217,2,1
1573,6218,20,3
1631,6218,1,1
1637,6218,10,1
1697,6218,49,7
5196,6217,2,1
5309,6217,3,1
5311,6218,1,1
5388,6217,1,1
5389,6217,1,1
5393,6217,5,1
13437,19354,3,1
14838,12144,30,1
14851,19354,5,1
16505,12144,3,1
10836,18058,14,3
10837,18058,2,2
11414,11690,7,1
11415,11690,13,2
11418,11690,0,1
11781,18058,2,1
12139,11690,10,1
14540,11690,1,1
15294,18058,20,1
15300,18058,1,1
19228,19219,2,1
50897,55137,3,1
55137,55137,1,1
55849,55137,5,3
52952,54428,4,1
52952,54424,4,1
52952,54428,4,1
52952,54424,4,1
52952,54424,4,1
52952,54424,4,1
52952,54428,4,1
12859,16123,3,1
12859,19959,3,1
12453,18056,13,1
18334,18056,2,1
60105,60283,4,1
61369,61246,4,1
